away,away_score,day,eid,gamekey,home,home_score,meridiem,month,season_type,time,wday,week,year,WINNER
NYG,14,23,2012122309,55729,BAL,33,,12,REG,4:25,Sun,16,2012,BAL
MIN,23,23,2012122310,55733,HOU,6,,12,REG,1:00,Sun,16,2012,MIN
CLE,12,23,2012122311,55740,DEN,34,,12,REG,4:05,Sun,16,2012,DEN
CHI,28,23,2012122312,55741,ARI,13,,12,REG,4:25,Sun,16,2012,CHI
SF,13,23,2012122313,55742,SEA,42,,12,REG,8:20,Sun,16,2012,SEA
SD,27,23,2012122314,55743,NYJ,17,,12,REG,1:00,Sun,16,2012,SD
NYJ,9,30,2012123000,55745,BUF,28,,12,REG,1:00,Sun,17,2012,BUF
MIA,0,30,2012123001,55750,NE,28,,12,REG,4:25,Sun,17,2012,NE
BAL,17,30,2012123002,55746,CIN,23,,12,REG,1:00,Sun,17,2012,CIN
CLE,10,30,2012123003,55753,PIT,24,,12,REG,1:00,Sun,17,2012,PIT
HOU,16,30,2012123004,55748,IND,28,,12,REG,1:00,Sun,17,2012,IND
JAC,20,30,2012123005,55754,TEN,38,,12,REG,1:00,Sun,17,2012,TEN
PHI,7,30,2012123006,55752,NYG,42,,12,REG,1:00,Sun,17,2012,NYG
DAL,18,30,2012123007,55755,WAS,28,,12,REG,8:20,Sun,17,2012,WAS
CHI,26,30,2012123008,55747,DET,24,,12,REG,1:00,Sun,17,2012,CHI
GB,34,30,2012123009,55749,MIN,37,,12,REG,4:25,Sun,17,2012,MIN
TB,22,30,2012123010,55744,ATL,17,,12,REG,1:00,Sun,17,2012,TB
CAR,44,30,2012123011,55751,NO,38,,12,REG,1:00,Sun,17,2012,CAR
KC,3,30,2012123012,55756,DEN,38,,12,REG,4:25,Sun,17,2012,DEN
OAK,21,30,2012123013,55757,SD,24,,12,REG,4:25,Sun,17,2012,SD
ARI,13,30,2012123014,55758,SF,27,,12,REG,4:25,Sun,17,2012,SF
STL,13,30,2012123015,55759,SEA,20,,12,REG,4:25,Sun,17,2012,SEA
BAL,27,5,2013090500,55837,DEN,49,,9,REG,8:30,Thu,1,2013,DEN
NE,23,8,2013090800,55838,BUF,21,,9,REG,1:00,Sun,1,2013,NE
SEA,12,8,2013090801,55839,CAR,7,,9,REG,1:00,Sun,1,2013,SEA
CIN,21,8,2013090802,55840,CHI,24,,9,REG,1:00,Sun,1,2013,CHI
MIA,23,8,2013090803,55841,CLE,10,,9,REG,1:00,Sun,1,2013,MIA
MIN,24,8,2013090804,55842,DET,34,,9,REG,1:00,Sun,1,2013,DET
OAK,17,8,2013090805,55843,IND,21,,9,REG,1:00,Sun,1,2013,IND
KC,28,8,2013090806,55844,JAC,2,,9,REG,1:00,Sun,1,2013,KC
TB,17,8,2013090807,55846,NYJ,18,,9,REG,1:00,Sun,1,2013,NYJ
ATL,17,8,2013090808,55845,NO,23,,9,REG,1:00,Sun,1,2013,NO
TEN,16,8,2013090809,55847,PIT,9,,9,REG,1:00,Sun,1,2013,TEN
ARI,24,8,2013090810,55848,STL,27,,9,REG,4:25,Sun,1,2013,STL
GB,28,8,2013090811,55849,SF,34,,9,REG,4:25,Sun,1,2013,SF
NYG,31,8,2013090812,55850,DAL,36,,9,REG,8:30,Sun,1,2013,DAL
PHI,33,9,2013090900,55851,WAS,27,,9,REG,7:10,Mon,1,2013,PHI
HOU,31,9,2013090901,55852,SD,28,,9,REG,10:20,Mon,1,2013,HOU
NYJ,10,12,2013091200,55853,NE,13,,9,REG,8:25,Thu,2,2013,NE
STL,24,15,2013091500,55854,ATL,31,,9,REG,1:00,Sun,2,2013,ATL
CLE,6,15,2013091501,55855,BAL,14,,9,REG,1:00,Sun,2,2013,BAL
CAR,23,15,2013091502,55856,BUF,24,,9,REG,1:00,Sun,2,2013,BUF
MIN,30,15,2013091503,55857,CHI,31,,9,REG,1:00,Sun,2,2013,CHI
WAS,20,15,2013091504,55858,GB,38,,9,REG,1:00,Sun,2,2013,GB
TEN,24,15,2013091505,55859,HOU,30,,9,REG,1:00,Sun,2,2013,HOU
MIA,24,15,2013091506,55860,IND,20,,9,REG,1:00,Sun,2,2013,MIA
DAL,16,15,2013091507,55861,KC,17,,9,REG,1:00,Sun,2,2013,KC
SD,33,15,2013091508,55862,PHI,30,,9,REG,1:00,Sun,2,2013,SD
DET,21,15,2013091509,55863,ARI,25,,9,REG,4:05,Sun,2,2013,ARI
NO,16,15,2013091510,55864,TB,14,,9,REG,4:05,Sun,2,2013,NO
DEN,41,15,2013091511,55865,NYG,23,,9,REG,4:25,Sun,2,2013,DEN
JAC,9,15,2013091512,55866,OAK,19,,9,REG,4:25,Sun,2,2013,OAK
SF,3,15,2013091513,55867,SEA,29,,9,REG,8:30,Sun,2,2013,SEA
PIT,10,16,2013091600,55868,CIN,20,,9,REG,8:40,Mon,2,2013,CIN
KC,26,19,2013091900,55869,PHI,16,,9,REG,8:25,Thu,3,2013,KC
HOU,9,22,2013092200,55870,BAL,30,,9,REG,1:00,Sun,3,2013,BAL
GB,30,22,2013092201,55871,CIN,34,,9,REG,1:00,Sun,3,2013,CIN
STL,7,22,2013092202,55873,DAL,31,,9,REG,1:00,Sun,3,2013,DAL
ATL,23,22,2013092203,55879,MIA,27,,9,REG,4:05,Sun,3,2013,MIA
CLE,31,22,2013092204,55874,MIN,27,,9,REG,1:00,Sun,3,2013,CLE
BUF,20,22,2013092205,55880,NYJ,27,,9,REG,4:25,Sun,3,2013,NYJ
TB,3,22,2013092206,55875,NE,23,,9,REG,1:00,Sun,3,2013,NE
ARI,7,22,2013092207,55876,NO,31,,9,REG,1:00,Sun,3,2013,NO
SD,17,22,2013092208,55877,TEN,20,,9,REG,1:00,Sun,3,2013,TEN
DET,27,22,2013092209,55878,WAS,20,,9,REG,1:00,Sun,3,2013,DET
NYG,0,22,2013092210,55872,CAR,38,,9,REG,1:00,Sun,3,2013,CAR
IND,27,22,2013092211,55881,SF,7,,9,REG,4:25,Sun,3,2013,IND
JAC,17,22,2013092212,55882,SEA,45,,9,REG,4:25,Sun,3,2013,SEA
CHI,40,22,2013092213,55883,PIT,23,,9,REG,8:30,Sun,3,2013,CHI
OAK,21,23,2013092300,55884,DEN,37,,9,REG,8:40,Mon,3,2013,DEN
SF,35,26,2013092600,55885,STL,11,,9,REG,8:25,Thu,4,2013,SF
BAL,20,29,2013092900,55886,BUF,23,,9,REG,1:00,Sun,4,2013,BUF
CIN,6,29,2013092901,55887,CLE,17,,9,REG,1:00,Sun,4,2013,CLE
CHI,32,29,2013092902,55888,DET,40,,9,REG,1:00,Sun,4,2013,DET
SEA,23,29,2013092903,55889,HOU,20,,9,REG,1:00,Sun,4,2013,SEA
IND,37,29,2013092904,55890,JAC,3,,9,REG,1:00,Sun,4,2013,IND
NYG,7,29,2013092905,55891,KC,31,,9,REG,1:00,Sun,4,2013,KC
PIT,27,29,2013092906,55892,MIN,34,,9,REG,1:00,Sun,4,2013,MIN
ARI,13,29,2013092907,55893,TB,10,,9,REG,1:00,Sun,4,2013,ARI
NYJ,13,29,2013092908,55894,TEN,38,,9,REG,4:05,Sun,4,2013,TEN
PHI,20,29,2013092909,55895,DEN,52,,9,REG,4:25,Sun,4,2013,DEN
WAS,24,29,2013092910,55896,OAK,14,,9,REG,4:25,Sun,4,2013,WAS
DAL,21,29,2013092911,55897,SD,30,,9,REG,4:25,Sun,4,2013,SD
NE,30,29,2013092912,55898,ATL,23,,9,REG,8:30,Sun,4,2013,NE
MIA,17,30,2013093000,55899,NO,38,,9,REG,8:40,Mon,4,2013,NO
BUF,24,3,2013100300,55900,CLE,37,,10,REG,8:25,Thu,5,2013,CLE
NO,26,6,2013100600,55901,CHI,18,,10,REG,1:00,Sun,5,2013,NO
NE,6,6,2013100601,55902,CIN,13,,10,REG,1:00,Sun,5,2013,CIN
DET,9,6,2013100602,55903,GB,22,,10,REG,1:00,Sun,5,2013,GB
SEA,28,6,2013100603,55904,IND,34,,10,REG,1:00,Sun,5,2013,IND
BAL,26,6,2013100604,55905,MIA,23,,10,REG,1:00,Sun,5,2013,BAL
PHI,36,6,2013100605,55906,NYG,21,,10,REG,1:00,Sun,5,2013,PHI
JAC,20,6,2013100606,55907,STL,34,,10,REG,1:00,Sun,5,2013,STL
KC,26,6,2013100607,55908,TEN,17,,10,REG,1:00,Sun,5,2013,KC
CAR,6,6,2013100608,55909,ARI,22,,10,REG,4:05,Sun,5,2013,ARI
DEN,51,6,2013100609,55910,DAL,48,,10,REG,4:25,Sun,5,2013,DEN
SD,17,6,2013100610,55911,OAK,27,,10,REG,11:35,Sun,5,2013,OAK
HOU,3,6,2013100611,55912,SF,34,,10,REG,8:30,Sun,5,2013,SF
NYJ,30,7,2013100700,55913,ATL,28,,10,REG,8:40,Mon,5,2013,NYJ
NYG,21,10,2013101000,55914,CHI,27,,10,REG,8:25,Thu,6,2013,CHI
GB,19,13,2013101300,55915,BAL,17,,10,REG,1:00,Sun,6,2013,GB
CIN,27,13,2013101301,55916,BUF,24,,10,REG,1:00,Sun,6,2013,CIN
DET,31,13,2013101302,55917,CLE,17,,10,REG,1:00,Sun,6,2013,DET
STL,38,13,2013101303,55918,HOU,13,,10,REG,1:00,Sun,6,2013,STL
OAK,7,13,2013101304,55919,KC,24,,10,REG,1:00,Sun,6,2013,KC
CAR,35,13,2013101305,55920,MIN,10,,10,REG,1:00,Sun,6,2013,CAR
PIT,19,13,2013101306,55921,NYJ,6,,10,REG,1:00,Sun,6,2013,PIT
PHI,31,13,2013101307,55922,TB,20,,10,REG,1:00,Sun,6,2013,PHI
JAC,19,13,2013101308,55923,DEN,35,,10,REG,4:05,Sun,6,2013,DEN
TEN,13,13,2013101309,55924,SEA,20,,10,REG,4:05,Sun,6,2013,SEA
NO,27,13,2013101310,55925,NE,30,,10,REG,4:25,Sun,6,2013,NE
ARI,20,13,2013101311,55926,SF,32,,10,REG,4:25,Sun,6,2013,SF
WAS,16,13,2013101312,55927,DAL,31,,10,REG,8:30,Sun,6,2013,DAL
IND,9,14,2013101400,55928,SD,19,,10,REG,8:40,Mon,6,2013,SD
SEA,34,17,2013101700,55929,ARI,22,,10,REG,8:25,Thu,7,2013,SEA
TB,23,20,2013102000,55930,ATL,31,,10,REG,1:00,Sun,7,2013,ATL
STL,15,20,2013102001,55931,CAR,30,,10,REG,1:00,Sun,7,2013,CAR
CIN,27,20,2013102002,55932,DET,24,,10,REG,1:00,Sun,7,2013,CIN
CLE,13,20,2013102003,55940,GB,31,,10,REG,4:25,Sun,7,2013,GB
SD,24,20,2013102004,55933,JAC,6,,10,REG,1:00,Sun,7,2013,SD
HOU,16,20,2013102005,55934,KC,17,,10,REG,4:25,Sun,7,2013,KC
BUF,23,20,2013102006,55935,MIA,21,,10,REG,1:00,Sun,7,2013,BUF
NE,27,20,2013102007,55936,NYJ,30,,10,REG,1:00,Sun,7,2013,NYJ
DAL,17,20,2013102008,55937,PHI,3,,10,REG,1:00,Sun,7,2013,DAL
CHI,41,20,2013102009,55938,WAS,45,,10,REG,1:00,Sun,7,2013,WAS
SF,31,20,2013102010,55939,TEN,17,,10,REG,4:05,Sun,7,2013,SF
BAL,16,20,2013102011,55941,PIT,19,,10,REG,4:25,Sun,7,2013,PIT
DEN,33,20,2013102012,55942,IND,39,,10,REG,8:30,Sun,7,2013,IND
MIN,7,21,2013102100,55943,NYG,23,,10,REG,8:40,Mon,7,2013,NYG
CAR,31,24,2013102400,55944,TB,13,,10,REG,8:25,Thu,8,2013,CAR
DAL,30,27,2013102700,55945,DET,31,,10,REG,1:00,Sun,8,2013,DET
SF,42,27,2013102701,55946,JAC,10,,10,REG,1:00,Sun,8,2013,SF
CLE,17,27,2013102702,55947,KC,23,,10,REG,1:00,Sun,8,2013,KC
MIA,17,27,2013102703,55948,NE,27,,10,REG,1:00,Sun,8,2013,NE
BUF,17,27,2013102704,55949,NO,35,,10,REG,1:00,Sun,8,2013,NO
NYG,15,27,2013102705,55950,PHI,7,,10,REG,1:00,Sun,8,2013,NYG
PIT,18,27,2013102706,55951,OAK,21,,10,REG,4:05,Sun,8,2013,OAK
NYJ,9,27,2013102707,55952,CIN,49,,10,REG,4:05,Sun,8,2013,CIN
ATL,13,27,2013102708,55953,ARI,27,,10,REG,4:25,Sun,8,2013,ARI
WAS,21,27,2013102709,55954,DEN,45,,10,REG,4:25,Sun,8,2013,DEN
GB,44,27,2013102710,55955,MIN,31,,10,REG,8:30,Sun,8,2013,GB
SEA,14,28,2013102800,55956,STL,9,,10,REG,8:40,Mon,8,2013,SEA
CIN,20,31,2013103100,55957,MIA,22,,10,REG,8:25,Thu,9,2013,MIA
KC,23,3,2013110300,55958,BUF,13,,11,REG,1:00,Sun,9,2013,KC
ATL,10,3,2013110301,55959,CAR,34,,11,REG,1:00,Sun,9,2013,CAR
MIN,23,3,2013110302,55960,DAL,27,,11,REG,1:00,Sun,9,2013,DAL
NO,20,3,2013110303,55961,NYJ,26,,11,REG,1:00,Sun,9,2013,NYJ
TEN,28,3,2013110304,55962,STL,21,,11,REG,1:00,Sun,9,2013,TEN
SD,24,3,2013110305,55963,WAS,30,,11,REG,1:00,Sun,9,2013,WAS
PHI,49,3,2013110306,55964,OAK,20,,11,REG,4:05,Sun,9,2013,PHI
TB,24,3,2013110307,55965,SEA,27,,11,REG,4:05,Sun,9,2013,SEA
BAL,18,3,2013110308,55966,CLE,24,,11,REG,4:25,Sun,9,2013,CLE
PIT,31,3,2013110309,55967,NE,55,,11,REG,4:25,Sun,9,2013,NE
IND,27,3,2013110310,55968,HOU,24,,11,REG,8:30,Sun,9,2013,IND
CHI,27,4,2013110400,55969,GB,20,,11,REG,8:40,Mon,9,2013,CHI
WAS,27,7,2013110700,55970,MIN,34,,11,REG,8:25,Thu,10,2013,MIN
SEA,33,10,2013111000,55971,ATL,10,,11,REG,1:00,Sun,10,2013,SEA
CIN,17,10,2013111001,55972,BAL,20,,11,REG,1:00,Sun,10,2013,BAL
DET,21,10,2013111002,55973,CHI,19,,11,REG,1:00,Sun,10,2013,DET
PHI,27,10,2013111003,55974,GB,13,,11,REG,1:00,Sun,10,2013,PHI
STL,38,10,2013111004,55975,IND,8,,11,REG,1:00,Sun,10,2013,STL
OAK,20,10,2013111005,55976,NYG,24,,11,REG,1:00,Sun,10,2013,NYG
BUF,10,10,2013111006,55977,PIT,23,,11,REG,1:00,Sun,10,2013,PIT
JAC,29,10,2013111007,55978,TEN,27,,11,REG,1:00,Sun,10,2013,JAC
CAR,10,10,2013111008,55979,SF,9,,11,REG,4:05,Sun,10,2013,CAR
HOU,24,10,2013111009,55980,ARI,27,,11,REG,4:25,Sun,10,2013,ARI
DEN,28,10,2013111010,55981,SD,20,,11,REG,4:25,Sun,10,2013,DEN
DAL,17,10,2013111011,55982,NO,49,,11,REG,8:30,Sun,10,2013,NO
MIA,19,11,2013111100,55983,TB,22,,11,REG,8:40,Mon,10,2013,TB
IND,30,14,2013111400,55984,TEN,27,,11,REG,8:25,Thu,11,2013,IND
NYJ,14,17,2013111700,55985,BUF,37,,11,REG,1:00,Sun,11,2013,BUF
BAL,20,17,2013111701,55986,CHI,23,,11,REG,1:00,Sun,11,2013,CHI
CLE,20,17,2013111702,55987,CIN,41,,11,REG,1:00,Sun,11,2013,CIN
OAK,28,17,2013111703,55988,HOU,23,,11,REG,1:00,Sun,11,2013,OAK
ARI,27,17,2013111704,55989,JAC,14,,11,REG,1:00,Sun,11,2013,ARI
SD,16,17,2013111705,55990,MIA,20,,11,REG,4:05,Sun,11,2013,MIA
WAS,16,17,2013111706,55991,PHI,24,,11,REG,1:00,Sun,11,2013,PHI
DET,27,17,2013111707,55992,PIT,37,,11,REG,1:00,Sun,11,2013,PIT
ATL,28,17,2013111708,55993,TB,41,,11,REG,1:00,Sun,11,2013,TB
KC,17,17,2013111709,55994,DEN,27,,11,REG,8:30,Sun,11,2013,DEN
SF,20,17,2013111710,55995,NO,23,,11,REG,4:25,Sun,11,2013,NO
MIN,20,17,2013111711,55996,SEA,41,,11,REG,4:25,Sun,11,2013,SEA
GB,13,17,2013111712,55997,NYG,27,,11,REG,4:25,Sun,11,2013,NYG
NE,20,18,2013111800,55998,CAR,24,,11,REG,8:40,Mon,11,2013,CAR
NO,17,21,2013112100,55999,ATL,13,,11,REG,8:25,Thu,12,2013,NO
NYJ,3,24,2013112400,56000,BAL,19,,11,REG,1:00,Sun,12,2013,BAL
PIT,27,24,2013112401,56001,CLE,11,,11,REG,1:00,Sun,12,2013,PIT
TB,24,24,2013112402,56002,DET,21,,11,REG,1:00,Sun,12,2013,TB
MIN,26,24,2013112403,56003,GB,26,,11,REG,1:00,Sun,12,2013,TIE
JAC,13,24,2013112404,56004,HOU,6,,11,REG,1:00,Sun,12,2013,JAC
SD,41,24,2013112405,56005,KC,38,,11,REG,1:00,Sun,12,2013,SD
CAR,20,24,2013112406,56006,MIA,16,,11,REG,1:00,Sun,12,2013,CAR
CHI,21,24,2013112407,56007,STL,42,,11,REG,1:00,Sun,12,2013,STL
IND,11,24,2013112408,56008,ARI,40,,11,REG,4:05,Sun,12,2013,ARI
TEN,23,24,2013112409,56009,OAK,19,,11,REG,4:05,Sun,12,2013,TEN
DAL,24,24,2013112410,56010,NYG,21,,11,REG,4:25,Sun,12,2013,DAL
DEN,31,24,2013112411,56011,NE,34,,11,REG,8:30,Sun,12,2013,NE
SF,27,25,2013112500,56012,WAS,6,,11,REG,8:40,Mon,12,2013,SF
GB,10,28,2013112800,56013,DET,40,,11,REG,12:30,Thu,13,2013,DET
OAK,24,28,2013112801,56014,DAL,31,,11,REG,4:30,Thu,13,2013,DAL
PIT,20,28,2013112802,56015,BAL,22,,11,REG,8:30,Thu,13,2013,BAL
TB,6,1,2013120100,56016,CAR,27,,12,REG,1:00,Sun,13,2013,CAR
JAC,32,1,2013120101,56017,CLE,28,,12,REG,1:00,Sun,13,2013,JAC
TEN,14,1,2013120102,56018,IND,22,,12,REG,1:00,Sun,13,2013,IND
DEN,35,1,2013120103,56019,KC,28,,12,REG,4:25,Sun,13,2013,DEN
CHI,20,1,2013120104,56020,MIN,23,,12,REG,1:00,Sun,13,2013,MIN
MIA,23,1,2013120105,56021,NYJ,3,,12,REG,1:00,Sun,13,2013,MIA
ARI,21,1,2013120106,56022,PHI,24,,12,REG,1:00,Sun,13,2013,PHI
ATL,34,1,2013120107,56023,BUF,31,,12,REG,4:05,Sun,13,2013,ATL
STL,13,1,2013120108,56024,SF,23,,12,REG,4:05,Sun,13,2013,SF
NE,34,1,2013120109,56025,HOU,31,,12,REG,1:00,Sun,13,2013,NE
CIN,17,1,2013120110,56026,SD,10,,12,REG,4:25,Sun,13,2013,CIN
NYG,24,1,2013120111,56027,WAS,17,,12,REG,8:30,Sun,13,2013,NYG
NO,7,2,2013120200,56028,SEA,34,,12,REG,8:40,Mon,13,2013,SEA
HOU,20,5,2013120500,56029,JAC,27,,12,REG,8:25,Thu,14,2013,JAC
MIN,26,8,2013120800,56030,BAL,29,,12,REG,1:00,Sun,14,2013,BAL
IND,28,8,2013120801,56031,CIN,42,,12,REG,1:00,Sun,14,2013,CIN
CLE,26,8,2013120802,56032,NE,27,,12,REG,1:00,Sun,14,2013,NE
OAK,27,8,2013120803,56033,NYJ,37,,12,REG,1:00,Sun,14,2013,NYJ
CAR,13,8,2013120804,56034,NO,31,,12,REG,8:30,Sun,14,2013,NO
DET,20,8,2013120805,56035,PHI,34,,12,REG,1:00,Sun,14,2013,PHI
MIA,34,8,2013120806,56036,PIT,28,,12,REG,1:00,Sun,14,2013,MIA
BUF,6,8,2013120807,56037,TB,27,,12,REG,1:00,Sun,14,2013,TB
KC,45,8,2013120808,56038,WAS,10,,12,REG,1:00,Sun,14,2013,KC
TEN,28,8,2013120809,56039,DEN,51,,12,REG,4:05,Sun,14,2013,DEN
STL,10,8,2013120810,56040,ARI,30,,12,REG,4:25,Sun,14,2013,ARI
NYG,14,8,2013120811,56041,SD,37,,12,REG,4:25,Sun,14,2013,SD
SEA,17,8,2013120812,56042,SF,19,,12,REG,4:25,Sun,14,2013,SF
ATL,21,8,2013120813,56043,GB,22,,12,REG,1:00,Sun,14,2013,GB
DAL,28,9,2013120900,56044,CHI,45,,12,REG,8:40,Mon,14,2013,CHI
SD,27,12,2013121200,56045,DEN,20,,12,REG,8:25,Thu,15,2013,SD
WAS,26,15,2013121500,56046,ATL,27,,12,REG,1:00,Sun,15,2013,ATL
CHI,38,15,2013121501,56047,CLE,31,,12,REG,1:00,Sun,15,2013,CHI
HOU,3,15,2013121502,56048,IND,25,,12,REG,1:00,Sun,15,2013,IND
BUF,27,15,2013121503,56049,JAC,20,,12,REG,1:00,Sun,15,2013,BUF
NE,20,15,2013121504,56050,MIA,24,,12,REG,1:00,Sun,15,2013,MIA
PHI,30,15,2013121505,56051,MIN,48,,12,REG,1:00,Sun,15,2013,MIN
SEA,23,15,2013121506,56052,NYG,0,,12,REG,1:00,Sun,15,2013,SEA
NO,16,15,2013121507,56053,STL,27,,12,REG,4:25,Sun,15,2013,STL
SF,33,15,2013121508,56054,TB,14,,12,REG,1:00,Sun,15,2013,SF
ARI,37,15,2013121509,56055,TEN,34,,12,REG,4:25,Sun,15,2013,ARI
NYJ,20,15,2013121510,56056,CAR,30,,12,REG,4:05,Sun,15,2013,CAR
KC,56,15,2013121511,56057,OAK,31,,12,REG,4:05,Sun,15,2013,KC
GB,37,15,2013121512,56058,DAL,36,,12,REG,4:25,Sun,15,2013,GB
CIN,20,15,2013121513,56059,PIT,30,,12,REG,8:30,Sun,15,2013,PIT
BAL,18,16,2013121600,56060,DET,16,,12,REG,8:40,Mon,15,2013,BAL
MIA,0,22,2013122200,56061,BUF,19,,12,REG,1:00,Sun,16,2013,BUF
NO,13,22,2013122201,56062,CAR,17,,12,REG,1:00,Sun,16,2013,CAR
MIN,14,22,2013122202,56063,CIN,42,,12,REG,1:00,Sun,16,2013,CIN
DEN,37,22,2013122203,56064,HOU,13,,12,REG,1:00,Sun,16,2013,DEN
TEN,20,22,2013122204,56065,JAC,16,,12,REG,1:00,Sun,16,2013,TEN
IND,23,22,2013122205,56066,KC,7,,12,REG,1:00,Sun,16,2013,IND
CLE,13,22,2013122206,56067,NYJ,24,,12,REG,1:00,Sun,16,2013,NYJ
CHI,11,22,2013122207,56068,PHI,54,,12,REG,8:30,Sun,16,2013,PHI
TB,13,22,2013122208,56069,STL,23,,12,REG,1:00,Sun,16,2013,STL
DAL,24,22,2013122209,56070,WAS,23,,12,REG,1:00,Sun,16,2013,DAL
NYG,23,22,2013122210,56071,DET,20,,12,REG,4:05,Sun,16,2013,NYG
ARI,17,22,2013122211,56072,SEA,10,,12,REG,4:05,Sun,16,2013,ARI
PIT,38,22,2013122212,56073,GB,31,,12,REG,4:25,Sun,16,2013,PIT
OAK,13,22,2013122213,56074,SD,26,,12,REG,4:25,Sun,16,2013,SD
NE,41,22,2013122214,56075,BAL,7,,12,REG,4:25,Sun,16,2013,NE
ATL,24,23,2013122300,56076,SF,34,,12,REG,8:40,Mon,16,2013,SF
CAR,21,29,2013122900,56077,ATL,20,,12,REG,1:00,Sun,17,2013,CAR
GB,33,29,2013122901,56078,CHI,28,,12,REG,4:25,Sun,17,2013,GB
BAL,17,29,2013122902,56079,CIN,34,,12,REG,1:00,Sun,17,2013,CIN
PHI,24,29,2013122903,56080,DAL,22,,12,REG,8:30,Sun,17,2013,PHI
JAC,10,29,2013122904,56081,IND,30,,12,REG,1:00,Sun,17,2013,IND
NYJ,20,29,2013122905,56082,MIA,7,,12,REG,1:00,Sun,17,2013,NYJ
DET,13,29,2013122906,56083,MIN,14,,12,REG,1:00,Sun,17,2013,MIN
BUF,20,29,2013122907,56084,NE,34,,12,REG,4:25,Sun,17,2013,NE
TB,17,29,2013122908,56085,NO,42,,12,REG,4:25,Sun,17,2013,NO
WAS,6,29,2013122909,56086,NYG,20,,12,REG,1:00,Sun,17,2013,NYG
CLE,7,29,2013122910,56087,PIT,20,,12,REG,1:00,Sun,17,2013,PIT
HOU,10,29,2013122911,56088,TEN,16,,12,REG,1:00,Sun,17,2013,TEN
SF,23,29,2013122912,56089,ARI,20,,12,REG,4:25,Sun,17,2013,SF
DEN,34,29,2013122913,56090,OAK,14,,12,REG,4:25,Sun,17,2013,DEN
KC,24,29,2013122914,56091,SD,27,,12,REG,4:25,Sun,17,2013,SD
STL,9,29,2013122915,56092,SEA,27,,12,REG,4:25,Sun,17,2013,SEA
GB,16,4,2014090400,56170,SEA,36,,9,REG,8:30,Thu,1,2014,SEA
NO,34,7,2014090700,56171,ATL,37,,9,REG,1:00,Sun,1,2014,ATL
CIN,23,7,2014090701,56172,BAL,16,,9,REG,1:00,Sun,1,2014,CIN
BUF,23,7,2014090702,56173,CHI,20,,9,REG,1:00,Sun,1,2014,BUF
WAS,6,7,2014090703,56174,HOU,17,,9,REG,1:00,Sun,1,2014,HOU
TEN,26,7,2014090704,56175,KC,10,,9,REG,1:00,Sun,1,2014,TEN
NE,20,7,2014090705,56176,MIA,33,,9,REG,1:00,Sun,1,2014,MIA
OAK,14,7,2014090706,56177,NYJ,19,,9,REG,1:00,Sun,1,2014,NYJ
JAC,17,7,2014090707,56178,PHI,34,,9,REG,1:00,Sun,1,2014,PHI
CLE,27,7,2014090708,56179,PIT,30,,9,REG,1:00,Sun,1,2014,PIT
MIN,34,7,2014090709,56180,STL,6,,9,REG,1:00,Sun,1,2014,MIN
SF,28,7,2014090710,56181,DAL,17,,9,REG,4:25,Sun,1,2014,SF
CAR,20,7,2014090711,56182,TB,14,,9,REG,4:25,Sun,1,2014,CAR
IND,24,7,2014090712,56183,DEN,31,,9,REG,8:30,Sun,1,2014,DEN
NYG,14,8,2014090800,56184,DET,35,,9,REG,7:10,Mon,1,2014,DET
SD,17,8,2014090801,56185,ARI,18,,9,REG,10:20,Mon,1,2014,ARI
PIT,6,11,2014091100,56186,BAL,26,,9,REG,8:25,Thu,2,2014,BAL
MIA,10,14,2014091400,56187,BUF,29,,9,REG,1:00,Sun,2,2014,BUF
DET,7,14,2014091401,56188,CAR,24,,9,REG,1:00,Sun,2,2014,CAR
ATL,10,14,2014091402,56189,CIN,24,,9,REG,1:00,Sun,2,2014,CIN
NO,24,14,2014091403,56190,CLE,26,,9,REG,1:00,Sun,2,2014,CLE
NE,30,14,2014091404,56191,MIN,7,,9,REG,1:00,Sun,2,2014,NE
ARI,25,14,2014091405,56192,NYG,14,,9,REG,1:00,Sun,2,2014,ARI
DAL,26,14,2014091406,56193,TEN,10,,9,REG,1:00,Sun,2,2014,DAL
JAC,10,14,2014091407,56194,WAS,41,,9,REG,1:00,Sun,2,2014,WAS
SEA,21,14,2014091408,56195,SD,30,,9,REG,4:05,Sun,2,2014,SD
STL,19,14,2014091409,56196,TB,17,,9,REG,4:05,Sun,2,2014,STL
KC,17,14,2014091410,56197,DEN,24,,9,REG,4:25,Sun,2,2014,DEN
NYJ,24,14,2014091411,56198,GB,31,,9,REG,4:25,Sun,2,2014,GB
HOU,30,14,2014091412,56199,OAK,14,,9,REG,4:25,Sun,2,2014,HOU
CHI,28,14,2014091413,56200,SF,20,,9,REG,8:30,Sun,2,2014,CHI
PHI,30,15,2014091500,56201,IND,27,,9,REG,8:30,Mon,2,2014,PHI
TB,14,18,2014091800,56202,ATL,56,,9,REG,8:25,Thu,3,2014,ATL
SD,22,21,2014092100,56203,BUF,10,,9,REG,1:00,Sun,3,2014,SD
TEN,7,21,2014092101,56204,CIN,33,,9,REG,1:00,Sun,3,2014,CIN
BAL,23,21,2014092102,56205,CLE,21,,9,REG,1:00,Sun,3,2014,BAL
GB,7,21,2014092103,56206,DET,19,,9,REG,1:00,Sun,3,2014,DET
IND,44,21,2014092104,56207,JAC,17,,9,REG,1:00,Sun,3,2014,IND
